1000,510622.663,4764137.978
1000,587302.3945,4740254.623
1000,576497.6159,4628836.331
1000,679937.8526,4534475.071
1000,486993.8567,4760903.772
3,607747.5899,4730714.762
3,569464.2932,4908439.345
1000,375427.8112,4695551.171
1000,375417.0225,4702095.968
1000,363928.6825,4653772.403
1000,356935.9186,4653413.502
1000,354718.4306,4656941.798
1000,371015.9983,4651088.992
1000,354868.4572,4656771.368
1000,360152.635,4654053.308
1000,342109.4228,4661732.618
1000,356658.3205,4652481.454
1000,367105.5055,4651555.696
1000,353574.5575,4671248.961
1000,350269.0524,4667642.92
1000,352273.9373,4661770.113
1000,342361.7676,4667114.46
1000,334323.4756,4664665.993
1000,323895.6834,4665272.633
1000,324494.4219,4678542.502
1000,319569.841,4664784.418
1000,322646.9537,4663833.001
1000,292278.7923,4680867.812
1000,297656.863,4680249.236
1000,306894.5468,4690429.075
1000,306479.746,4692074.73
1000,283627.2585,4684873.251
1000,281189.3021,4687148.955
1000,315943.044,4664152.973
1000,340124.2815,4664788.755
1000,310004.9762,4665231.912
1000,317945.2449,4677608.159
1000,308276.8945,4667526.553
1000,300664.5876,4675329.576
1000,302429.31,4674002.265
1000,304895.6739,4672369.041
1000,300434.8811,4677317.901
1000,281442.898,4690083.046
1000,331351.8265,4668421.581
1000,341084.5764,4663213.827
1000,324805.4304,4671437.673
1000,302350.465,4696143.181
1000,312626.8707,4686667.511
1000,301503.3209,4695727.089
1000,312876.5078,4710034.972
1000,364629.0937,4651435.885
1000,353001.844,4761510.69
1000,342298.8867,4738849.177
1000,333097.7254,4724993.225
1000,339305.5353,4727078.46
1000,251680.84,4704580.156
1000,371276.3276,4761177.213
1000,260089.461,4715976.775
1000,259832.5724,4715774.883
1000,264692.4986,4723641.95
1000,260306.7515,4719083.522
1000,614709.6986,4505268.091
3,489892.5279,4755273.85
3,489911.5476,4755282.595
3,490163.9822,4755312.766
3,490171.964,4755304.093
3,490247.3645,4755322.308
3,490272.7531,4755335.82
3,490294.139,4755345.34
3,490299.705,4755358.769
3,490306.0711,4755361.203
3,490329.9118,4755376.271
3,490342.5713,4755387.358
3,490355.2823,4755377.124
3,490395.7938,4755413.602
3,490439.4175,4755400.882
3,490490.1934,4755427.907
3,490503.7169,4755415.228
3,490589.4749,4755433.433
3,490648.1882,4755359.617
3,490694.2153,4754411.875
3,490715.6743,4754413.512
3,490893.6503,4754135.988
3,490800.1104,4753741.007
3,491566.1701,4756582.505
3,491273.1203,4756383.43
3,491254.0096,4756363.577
3,491161.996,4756290.848
3,491105.7823,4756277.595
3,491105.7823,4756277.595
3,490847.1515,4756036.184
3,490691.0516,4755747.781
3,490759.8281,4755576.453
3,490736.0073,4755635.34
3,491643.5732,4756786.294
3,491763.988,4757021.125
3,491755.8633,4756978.826
3,491773.3859,4757376.911
3,491788.8286,4757401.879
3,491811.0418,4757496.798
3,492429.7872,4758493.297
3,492414.7271,4758515.079
3,492721.0932,4758779.042
3,492781.4039,4758834.169
3,492825.4329,4758835.788
3,493223.5624,4759009.284
3,493248.5172,4759016.033
3,493484.6899,4758995.705
3,493474.0714,4758975.06
3,493468.5447,4758993.277
3,493462.4352,4758998.836
3,493447.1002,4758991.188
1000,493436.2573,4758991.754
1000,493388.9129,4759017.34
1000,493376.4492,4759028.013
1000,493332.0141,4759026.612
1000,493583.3429,4759084.339
1000,493611.6334,4759084.313
1000,489598.0509,4756085.382
1000,489723.0714,4756072.979
1000,491952.9026,4760107.038
1000,490839.4949,4758546.21
1000,489610.9977,4760696.304
1000,401433.092,4688314.434
1000,401439.9373,4688340.456
1000,401418.8879,4688326.346
1000,401399.179,4688300.825
1000,401403.6295,4688280.788
1000,401368.3627,4688255.222
1000,401414.8124,4688355.261
1000,511135.4787,4758435.088
1000,510848.6224,4764304.44
1000,511056.1113,4764611.712
1000,511077.4552,4764611.414
1000,511146.0682,4764698.699
1000,511169.8906,4764776.805
1000,510880.4925,4764447.744
1000,510843.4361,4764389.829
1000,510818.6366,4764359.695
1000,510761.4178,4764274.763
1000,510703.846,4764206.266
1000,510621.8302,4764139.176
1000,510316.4928,4763755.256
1000,508777.7848,4761211.979
1000,511060.4761,4760296.359
1000,510466.2673,4759740.405
1000,510790.4981,4759158.349
1000,510763.9652,4759181.405
1000,510797.1494,4759076.517
1000,511137.285,4758427.429
1000,507930.5217,4756519.163
1000,510749.2937,4758607.485
1000,510710.7512,4758748.9
1000,510686.616,4758749.75
1000,510645.1282,4758846.631
1000,510609.4135,4759059.566
