42.7511737,-73.9427126
42.7338346,-73.8060198
42.7836699,-73.8342676
42.7592725,-73.7495718
42.6319555,-73.8995022
42.7063262,-73.8547758
42.8034758,-73.991427
42.9585804,-76.9085583
42.7111756,-73.9107082
42.9990297,-76.7263381
40.9563307,-73.702912
42.6549443,-74.0271338
42.76194,-73.8618106
42.7620438,-73.861956
42.9155769,-74.1592914
42.5940334,-73.974962
42.1778305,-73.7586564
42.2016317,-73.7325893
42.2946422,-73.713858
42.3366771,-73.7045207
42.0570249,-73.5682339
42.0293553,-73.5755164
41.9771242,-73.5747761
43.1417551,-73.6554597
42.3706828,-77.6778753
44.6971248,-73.4834229
42.7627193,-73.7630745
43.1895989,-73.6491374
43.5665031,-73.6599295
43.1225305,-73.5876714
43.1061575,-73.6298721
43.3024009,-77.722677
42.1096316,-78.4183239
41.9980699,-73.5778761
42.5936958,-73.7427933
42.6160603,-73.7241707
42.6158793,-73.7247235
42.6294567,-73.7291326
42.2999988,-75.381714
42.1056234,-73.5400496
42.7457831,-74.160934
42.6621452,-74.4972162
42.4389934,-75.1135793
41.7812988,-74.7131537
42.2763683,-73.758529
43.0017477,-78.9419936
41.9691025,-73.6535262
43.0469801,-77.6693169
41.9118042,-73.8709328
42.8556882,-73.8716344
42.8398794,-73.8102694
42.8401175,-73.8081962
42.8401153,-73.8083498
42.8396132,-73.7742692
42.8392982,-73.7728275
42.8392982,-73.7728275
42.8385453,-73.7721712
42.8382614,-73.7719329
42.8382614,-73.7719329
42.8351596,-73.77068
42.8351596,-73.77068
42.8287612,-73.7700308
42.8286732,-73.7700273
42.8200684,-73.7680878
42.8200684,-73.7680878
42.8152902,-73.7674965
42.815208,-73.76749
42.815208,-73.76749
42.815208,-73.76749
42.8115245,-73.7672064
42.8115245,-73.7672064
42.8113531,-73.7671922
42.8113531,-73.7671922
42.8061653,-73.7661954
42.8061653,-73.7661954
42.8036858,-73.7656176
42.8036024,-73.7655999
42.8021889,-73.7653441
42.8021889,-73.7653441
42.8009073,-73.7652278
42.8006829,-73.7651719
42.8006829,-73.7651719
42.7999355,-73.7651056
42.7999355,-73.7651056
42.7875639,-73.7583171
42.7875639,-73.7583171
42.7864557,-73.7580925
42.7864557,-73.7580925
42.7846782,-73.7583055
42.7846782,-73.7583055
42.7833007,-73.758718
42.7833007,-73.758718
42.7832506,-73.7587435
42.7832506,-73.7587435
42.7659195,-73.7623642
42.7657671,-73.7623899
42.7657671,-73.7623899
42.765232,-73.7624848
42.765232,-73.7624848
42.7649267,-73.7625422
42.7649267,-73.7625422
42.7628445,-73.7630358
42.7628445,-73.7630358
42.7618601,-73.7636693
42.7617937,-73.7637875
42.7617357,-73.7639146
42.7616873,-73.7640499
42.761649,-73.7641929
42.761649,-73.7641929
42.7616059,-73.7644934
42.7616059,-73.7644934
42.761632,-73.7649473
42.761632,-73.7649473
42.7636,-73.7654131
42.7636,-73.7654131
42.7637191,-73.765035
42.7637191,-73.765035
